driverId,driverName,driverLicense,carId,carNumber,teamId,teamName,class,vehicle,lapCount,validLapCount,validNonPitLapCount,stintCount,bestValidLapSeconds,medianValidNonPitLapSeconds,best20LapAverageSeconds,medianDeltaToClassHourSeconds,medianDeltaToOverallHourSeconds,medianSector1Seconds,medianSector2Seconds,medianSector3Seconds,classDriverCount,classMedianDriverCount,classMedianRank,classMedianPercentile,classBest20DriverCount,classBest20Rank,classBest20Percentile,sourceState,sourceHash
driver_daniel_morad,Daniel Morad,Gold,car_imsa_2025_korthoff_competition_motors_32,32,team_korthoff_competition_motors,Korthoff Competition Motors,GTD,Mercedes-AMG GT3,180,166,166,7,107.632,109.609,109.0328,-0.1175,0.79,25.8155,51.074,32.6965,86,86,24,0.7294,86,21,0.7647,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_kenton_koch,Kenton Koch,Silver,car_imsa_2025_korthoff_competition_motors_32,32,team_korthoff_competition_motors,Korthoff Competition Motors,GTD,Mercedes-AMG GT3,209,193,193,8,108.043,109.898,109.0826,-0.056,0.7875,25.86,51.15,32.818,86,86,40,0.5412,86,25,0.7176,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_maximilian_goetz,Maximilian Goetz,Platinum,car_imsa_2025_korthoff_competition_motors_32,32,team_korthoff_competition_motors,Korthoff Competition Motors,GTD,Mercedes-AMG GT3,192,177,177,8,107.812,109.829,108.7207,-0.1,0.719,25.968,51.133,32.668,86,86,35,0.6,86,7,0.9294,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_seth_lucas,Seth Lucas,Silver,car_imsa_2025_korthoff_competition_motors_32,32,team_korthoff_competition_motors,Korthoff Competition Motors,GTD,Mercedes-AMG GT3,138,127,127,6,109.043,110.959,110.204,0.719,1.55,26.283,51.645,33.054,86,86,76,0.1176,86,73,0.1529,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_dan_knox,Dan Knox,Bronze,car_imsa_2025_lone_star_racing_80,80,team_lone_star_racing,Lone Star Racing,GTD,Mercedes-AMG GT3,141,127,127,7,109.259,111.116,110.6769,0.813,1.903,26.126,51.582,33.325,86,86,80,0.0706,86,79,0.0824,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_eric_filgueiras,Eric Filgueiras,Silver,car_imsa_2025_lone_star_racing_80,80,team_lone_star_racing,Lone Star Racing,GTD,Mercedes-AMG GT3,153,138,138,8,108.989,109.972,109.5202,-0.089,0.6307,25.9745,51.097,32.9345,86,86,46,0.4706,86,49,0.4353,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_ralf_aron,Ralf Aron,Gold,car_imsa_2025_lone_star_racing_80,80,team_lone_star_racing,Lone Star Racing,GTD,Mercedes-AMG GT3,148,136,136,6,107.588,109.4105,108.7032,-0.6983,0.218,25.668,50.8595,32.791,86,86,13,0.8588,86,6,0.9412,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_scott_andrews,Scott Andrews,Gold,car_imsa_2025_lone_star_racing_80,80,team_lone_star_racing,Lone Star Racing,GTD,Mercedes-AMG GT3,142,131,131,6,107.418,109.562,108.7443,-0.069,0.8475,25.839,50.891,32.743,86,86,22,0.7529,86,9,0.9059,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_andy_lally,Andy Lally,Gold,car_imsa_2025_magnus_racing_44,44,team_magnus_racing,Magnus Racing,GTD,Aston Martin Vantage GT3 Evo,8,7,7,1,109.536,109.75,,-0.772,-0.032,25.559,51.314,32.968,,,,,,,,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_john_potter,John Potter,Bronze,car_imsa_2025_magnus_racing_44,44,team_magnus_racing,Magnus Racing,GTD,Aston Martin Vantage GT3 Evo,104,94,94,5,109.057,110.4415,110.1642,-0.019,1.0715,26.191,51.412,32.7565,86,86,64,0.2588,86,72,0.1647,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_spencer_pumpelly,Spencer Pumpelly,Silver,car_imsa_2025_magnus_racing_44,44,team_magnus_racing,Magnus Racing,GTD,Aston Martin Vantage GT3 Evo,58,54,54,2,108.511,110.015,109.2691,-0.4838,0.3015,26.1505,51.362,32.4125,86,86,49,0.4353,86,38,0.5647,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_connor_de_phillippi,Connor De Phillippi,Gold,car_imsa_2025_paul_miller_racing_1,1,team_paul_miller_racing,Paul Miller Racing,GTDPRO,BMW M4 GT3 EVO,178,164,164,7,107.479,109.0725,108.4965,-0.469,0.022,25.8375,50.87,32.3765,54,54,4,0.9434,52,6,0.902,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_kelvin_van_der_linde,Kelvin van der Linde,Platinum,car_imsa_2025_paul_miller_racing_1,1,team_paul_miller_racing,Paul Miller Racing,GTDPRO,BMW M4 GT3 EVO,191,180,180,6,107.249,109.1595,108.4729,-0.1815,0.3122,25.919,50.821,32.422,54,54,6,0.9057,52,5,0.9216,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_madison_snow,Madison Snow,Gold,car_imsa_2025_paul_miller_racing_1,1,team_paul_miller_racing,Paul Miller Racing,GTDPRO,BMW M4 GT3 EVO,180,166,166,7,107.156,109.3385,108.4005,-0.065,0.424,26.026,50.88,32.4505,54,54,17,0.6981,52,2,0.9804,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_neil_verhagen,Neil Verhagen,Gold,car_imsa_2025_paul_miller_racing_1,1,team_paul_miller_racing,Paul Miller Racing,GTDPRO,BMW M4 GT3 EVO,174,159,159,8,107.899,109.353,108.5864,-0.043,0.3335,25.94,50.918,32.411,54,54,20,0.6415,52,13,0.7647,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_augusto_farfus,Augusto Farfus,Platinum,car_imsa_2025_paul_miller_racing_48,48,team_paul_miller_racing,Paul Miller Racing,GTDPRO,BMW M4 GT3 EVO,195,173,173,11,107.883,109.554,108.732,0.133,0.656,26.043,51.203,32.337,54,54,33,0.3962,52,20,0.6275,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_dan_harper,Dan Harper,Platinum,car_imsa_2025_paul_miller_racing_48,48,team_paul_miller_racing,Paul Miller Racing,GTDPRO,BMW M4 GT3 EVO,176,164,164,6,107.679,109.5515,108.8933,-0.0905,0.397,26.062,51.117,32.404,54,54,32,0.4151,52,29,0.451,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_jesse_krohn,Jesse Krohn,Gold,car_imsa_2025_paul_miller_racing_48,48,team_paul_miller_racing,Paul Miller Racing,GTDPRO,BMW M4 GT3 EVO,181,166,166,8,107.738,109.651,108.5434,0.0885,0.5247,26.157,51.2125,32.272,54,54,37,0.3208,52,10,0.8235,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_max_hesse,Max Hesse,Gold,car_imsa_2025_paul_miller_racing_48,48,team_paul_miller_racing,Paul Miller Racing,GTDPRO,BMW M4 GT3 EVO,116,107,107,5,107.944,109.568,108.9614,-0.012,0.434,26.04,51.145,32.296,54,54,35,0.3585,52,30,0.4314,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_andrea_caldarelli,Andrea Caldarelli,Platinum,car_imsa_2025_pfaff_motorsports_9,9,team_pfaff_motorsports,Pfaff Motorsports,GTDPRO,Lamborghini Huracan GT3 EVO2,60,56,56,2,107.825,109.008,108.8375,-0.7735,-0.4225,25.5665,50.847,32.568,54,54,2,0.9811,52,26,0.5098,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_james_hinchcliffe,James Hinchcliffe,Gold,car_imsa_2025_pfaff_motorsports_9,9,team_pfaff_motorsports,Pfaff Motorsports,GTDPRO,Lamborghini Huracan GT3 EVO2,77,71,71,3,108.651,109.89,109.4301,0.143,0.362,25.948,51.034,32.834,54,54,45,0.1698,52,44,0.1569,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_jordan_pepper,Jordan Pepper,Platinum,car_imsa_2025_pfaff_motorsports_9,9,team_pfaff_motorsports,Pfaff Motorsports,GTDPRO,Lamborghini Huracan GT3 EVO2,19,16,16,2,108.473,112.8125,,-6.917,-11.3065,25.7015,52.248,33.7635,54,54,53,0.0189,,,,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_marco_mapelli,Marco Mapelli,Platinum,car_imsa_2025_pfaff_motorsports_9,9,team_pfaff_motorsports,Pfaff Motorsports,GTDPRO,Lamborghini Huracan GT3 EVO2,71,65,65,3,108.077,109.343,109.0811,-0.347,-0.026,25.666,50.939,32.73,54,54,18,0.6792,52,36,0.3137,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_kevin_estre,Kevin Estre,Platinum,car_imsa_2025_porsche_penske_motorsport_6,6,team_porsche_penske_motorsport,Porsche Penske Motorsport,GTP,Porsche 963,256,234,234,11,96.751,98.348,97.9035,-0.4815,-10.557,24.065,45.815,28.5085,42,42,2,0.9756,42,11,0.7561,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_mathieu_jaminet,Mathieu Jaminet,Platinum,car_imsa_2025_porsche_penske_motorsport_6,6,team_porsche_penske_motorsport,Porsche Penske Motorsport,GTP,Porsche 963,232,216,216,8,96.563,98.6885,97.7557,-0.2495,-10.369,24.077,45.887,28.6085,42,42,7,0.8537,42,6,0.878,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_matt_campbell,Matt Campbell,Platinum,car_imsa_2025_porsche_penske_motorsport_6,6,team_porsche_penske_motorsport,Porsche Penske Motorsport,GTP,Porsche 963,293,268,268,13,96.061,98.8085,97.7448,-0.1527,-10.2063,24.096,45.927,28.708,42,42,14,0.6829,42,5,0.9024,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_felipe_nasr,Felipe Nasr,Platinum,car_imsa_2025_porsche_penske_motorsport_7,7,team_porsche_penske_motorsport,Porsche Penske Motorsport,GTP,Porsche 963,296,273,273,12,96.066,98.759,97.7032,-0.165,-10.26,24.101,45.841,28.645,42,42,12,0.7317,42,3,0.9512,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_laurens_vanthoor,Laurens Vanthoor,Platinum,car_imsa_2025_porsche_penske_motorsport_7,7,team_porsche_penske_motorsport,Porsche Penske Motorsport,GTP,Porsche 963,209,191,191,9,96.243,98.426,97.7391,-0.422,-10.4785,24.044,45.827,28.513,42,42,3,0.9512,42,4,0.9268,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_nick_tandy,Nick Tandy,Platinum,car_imsa_2025_porsche_penske_motorsport_7,7,team_porsche_penske_motorsport,Porsche Penske Motorsport,GTP,Porsche 963,276,254,254,11,96.412,98.749,97.8612,-0.287,-10.3045,24.0665,45.922,28.7215,42,42,10,0.7805,42,9,0.8049,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_ben_keating,Ben Keating,Bronze,car_imsa_2025_pr1_mathiasen_motorsports_52,52,team_pr1_mathiasen_motorsports,PR1 Mathiasen Motorsports,LMP2,ORECA LMP2 07,162,148,148,7,100.03,102.196,101.7083,0.7358,-6.7235,24.399,47.52,30.1925,47,47,33,0.3043,46,32,0.3111,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_benjamin_pedersen,Benjamin Pedersen,Silver,car_imsa_2025_pr1_mathiasen_motorsports_52,52,team_pr1_mathiasen_motorsports,PR1 Mathiasen Motorsports,LMP2,ORECA LMP2 07,209,187,187,11,99.492,101.46,100.609,0.242,-7.314,24.211,47.44,29.759,47,47,23,0.5217,46,17,0.6444,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_mathias_beche,Mathias BECHE,Gold,car_imsa_2025_pr1_mathiasen_motorsports_52,52,team_pr1_mathiasen_motorsports,PR1 Mathiasen Motorsports,LMP2,ORECA LMP2 07,244,214,214,16,99.156,101.4065,100.4283,-0.407,-7.719,24.14,47.302,29.683,47,47,22,0.5435,46,14,0.7111,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_rodrigo_sales,Rodrigo Sales,Bronze,car_imsa_2025_pr1_mathiasen_motorsports_52,52,team_pr1_mathiasen_motorsports,PR1 Mathiasen Motorsports,LMP2,ORECA LMP2 07,149,132,132,9,102.144,104.1955,103.3205,1.7015,-5.089,25.1035,48.4465,30.6095,47,47,45,0.0435,46,42,0.0889,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_callum_ilott,Callum Ilott,Platinum,car_imsa_2025_pratt_miller_motorsports_73,73,team_pratt_miller_motorsports,Pratt Miller Motorsports,LMP2,ORECA LMP2 07,184,168,168,9,98.717,100.81,100.3488,-0.586,-7.992,23.959,47.1985,29.4985,47,47,6,0.8913,46,9,0.8222,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_chris_cumming,Chris Cumming,Bronze,car_imsa_2025_pratt_miller_motorsports_73,73,team_pratt_miller_motorsports,Pratt Miller Motorsports,LMP2,ORECA LMP2 07,137,122,122,8,101.389,103.8705,102.7266,0.701,-5.898,24.903,48.4955,30.2955,47,47,43,0.087,46,37,0.2,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_james_roe,James Roe,Silver,car_imsa_2025_pratt_miller_motorsports_73,73,team_pratt_miller_motorsports,Pratt Miller Motorsports,LMP2,ORECA LMP2 07,162,146,146,8,100.427,103.054,101.8407,1.0928,-6.0795,24.59,47.951,30.2625,47,47,38,0.1957,46,34,0.2667,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_pietro_fittipaldi,Pietro Fittipaldi,Gold,car_imsa_2025_pratt_miller_motorsports_73,73,team_pratt_miller_motorsports,Pratt Miller Motorsports,LMP2,ORECA LMP2 07,195,178,178,9,99.165,101.6745,101.6964,0.493,-7.0543,24.19,47.3535,29.917,47,47,28,0.413,46,31,0.3333,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_claudio_schiavoni,Claudio Schiavoni,Bronze,car_imsa_2025_proton_competition_20,20,team_proton_competition,Proton Competition,GTDPRO,Porsche 911 GT3 R (992),88,82,82,3,111.427,113.1835,112.6285,3.4785,3.786,26.604,52.6005,33.9425,54,54,54,0.0,52,52,0.0,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_matteo_cressoni,Matteo Cressoni,Silver,car_imsa_2025_proton_competition_20,20,team_proton_competition,Proton Competition,GTDPRO,Porsche 911 GT3 R (992),165,151,151,7,108.478,109.867,109.4548,0.476,1.011,25.865,51.186,32.765,54,54,43,0.2075,52,46,0.1176,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_richard_lietz,Richard Lietz,Platinum,car_imsa_2025_proton_competition_20,20,team_proton_competition,Proton Competition,GTDPRO,Porsche 911 GT3 R (992),232,204,204,14,107.781,109.8865,109.2743,0.388,0.8022,25.873,51.2395,32.721,54,54,44,0.1887,52,39,0.2549,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_thomas_preining,Thomas Preining,Platinum,car_imsa_2025_proton_competition_20,20,team_proton_competition,Proton Competition,GTDPRO,Porsche 911 GT3 R (992),234,214,214,11,107.888,109.45,108.4002,0.0905,0.475,25.808,51.0995,32.506,54,54,26,0.5283,52,1,1.0,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_julien_andlauer,Julien Andlauer,Gold,car_imsa_2025_proton_competition_5,5,team_proton_competition,Proton Competition,GTP,Porsche 963,110,100,100,5,97.232,98.987,98.9775,-0.3035,-10.5565,24.2695,45.926,28.6245,42,42,21,0.5122,42,36,0.1463,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_neel_jani,Neel Jani,Platinum,car_imsa_2025_proton_competition_5,5,team_proton_competition,Proton Competition,GTP,Porsche 963,113,103,103,5,97.036,99.377,98.8957,0.136,-10.125,24.237,46.135,28.736,42,42,35,0.1707,42,34,0.1951,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_nico_pino,Nico Pino,Silver,car_imsa_2025_proton_competition_5,5,team_proton_competition,Proton Competition,GTP,Porsche 963,80,75,75,3,97.915,99.599,99.2343,0.374,-9.976,24.437,46.362,28.764,42,42,41,0.0244,42,40,0.0488,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_tristan_vautier,Tristan Vautier,Gold,car_imsa_2025_proton_competition_5,5,team_proton_competition,Proton Competition,GTP,Porsche 963,49,45,45,2,97.678,99.242,99.1936,-0.205,-10.263,24.123,46.169,28.832,42,42,29,0.3171,42,39,0.0732,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_felipe_fraga,Felipe Fraga,Gold,car_imsa_2025_riley_74,74,team_riley,Riley,LMP2,ORECA LMP2 07,219,198,198,11,99.487,101.738,101.2304,0.1405,-7.248,24.2525,47.4935,29.984,47,47,30,0.3696,46,26,0.4444,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_felipe_massa,Felipe Massa,Platinum,car_imsa_2025_riley_74,74,team_riley,Riley,LMP2,ORECA LMP2 07,223,198,198,13,99.707,101.385,101.133,0.076,-7.3955,24.1265,47.321,29.808,47,47,21,0.5652,46,25,0.4667,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_gar_robinson,Gar Robinson,Bronze,car_imsa_2025_riley_74,74,team_riley,Riley,LMP2,ORECA LMP2 07,153,136,136,9,101.689,103.6625,102.864,0.954,-5.7678,24.7605,48.408,30.4685,47,47,40,0.1522,46,39,0.1556,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_josh_burdon,Josh Burdon,Silver,car_imsa_2025_riley_74,74,team_riley,Riley,LMP2,ORECA LMP2 07,170,150,150,10,99.237,101.682,100.8085,0.091,-7.199,24.2065,47.356,29.9095,47,47,29,0.3913,46,23,0.5111,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_charles_milesi,Charles Milesi,Gold,car_imsa_2025_tds_racing_11,11,team_tds_racing,TDS RACING,LMP2,ORECA LMP2 07,154,138,138,8,98.49,100.7755,100.1816,-0.7692,-8.098,23.87,47.0355,29.6115,47,47,5,0.913,46,4,0.9333,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_hunter_mcelrea,Hunter McElrea,Silver,car_imsa_2025_tds_racing_11,11,team_tds_racing,TDS RACING,LMP2,ORECA LMP2 07,183,161,161,11,99.334,101.352,100.5782,-0.372,-7.849,24.165,47.381,29.775,47,47,18,0.6304,46,16,0.6667,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_mikkel_jensen,Mikkel Jensen,Platinum,car_imsa_2025_tds_racing_11,11,team_tds_racing,TDS RACING,LMP2,ORECA LMP2 07,197,175,175,11,98.438,101.04,100.3516,-0.449,-7.7985,23.95,47.345,29.624,47,47,10,0.8043,46,10,0.8,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_steven_thomas,Steven Thomas,Bronze,car_imsa_2025_tds_racing_11,11,team_tds_racing,TDS RACING,LMP2,ORECA LMP2 07,148,132,132,8,101.464,103.7865,103.3328,1.7195,-5.1955,24.577,48.3055,30.642,47,47,41,0.1304,46,43,0.0667,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_job_van_uitert,Job Van Uitert,Gold,car_imsa_2025_tower_motorsports_8,8,team_tower_motorsports,Tower Motorsports,LMP2,ORECA LMP2 07,238,216,216,11,99.384,101.5275,100.5388,0.1075,-7.4197,24.108,47.512,29.7555,47,47,25,0.4783,46,15,0.6889,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_john_farano,John Farano,Bronze,car_imsa_2025_tower_motorsports_8,8,team_tower_motorsports,Tower Motorsports,LMP2,ORECA LMP2 07,153,138,138,8,101.761,104.331,103.2063,1.1338,-5.239,24.946,48.5835,30.555,47,47,46,0.0217,46,41,0.1111,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_sebastian_alvarez,Sebastian Alvarez,Silver,car_imsa_2025_tower_motorsports_8,8,team_tower_motorsports,Tower Motorsports,LMP2,ORECA LMP2 07,170,152,152,9,99.389,101.134,100.6125,-0.2995,-7.7045,24.0655,47.2075,29.736,47,47,13,0.7391,46,18,0.6222,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_sebastien_bourdais,Sebastien Bourdais,Platinum,car_imsa_2025_tower_motorsports_8,8,team_tower_motorsports,Tower Motorsports,LMP2,ORECA LMP2 07,204,182,182,11,99.087,101.21,100.7167,-0.3368,-7.691,24.048,47.2645,29.648,47,47,15,0.6957,46,21,0.5556,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_ben_keating,Ben Keating,Bronze,car_imsa_2025_trackhouse_by_tf_sport_91,91,team_trackhouse_by_tf_sport,Trackhouse by TF Sport,GTDPRO,Chevrolet Corvette Z06 GT3.R,71,63,63,4,109.606,110.914,110.5429,1.261,1.544,26.137,51.805,33.026,54,54,52,0.0377,52,50,0.0392,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_connor_zilisch,Connor Zilisch,Silver,car_imsa_2025_trackhouse_by_tf_sport_91,91,team_trackhouse_by_tf_sport,Trackhouse by TF Sport,GTDPRO,Chevrolet Corvette Z06 GT3.R,269,246,246,12,107.43,109.256,108.4298,-0.197,0.223,25.715,50.9955,32.553,54,54,11,0.8113,52,4,0.9412,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_scott_mclaughlin,Scott McLaughlin,Platinum,car_imsa_2025_trackhouse_by_tf_sport_91,91,team_trackhouse_by_tf_sport,Trackhouse by TF Sport,GTDPRO,Chevrolet Corvette Z06 GT3.R,187,171,171,8,107.762,109.467,108.7859,0.1345,0.5525,25.704,51.072,32.589,54,54,27,0.5094,52,23,0.5686,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_shane_van_gisbergen,Shane van Gisbergen,Platinum,car_imsa_2025_trackhouse_by_tf_sport_91,91,team_trackhouse_by_tf_sport,Trackhouse by TF Sport,GTDPRO,Chevrolet Corvette Z06 GT3.R,195,181,181,7,108.171,109.651,108.8718,0.227,0.553,25.72,51.138,32.787,54,54,38,0.3019,52,28,0.4706,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_james_calado,James Calado,Platinum,car_imsa_2025_triarsi_competizione_021,021,team_triarsi_competizione,Triarsi Competizione,GTD,Ferrari 296 GT3,174,162,162,6,107.403,109.3745,108.8738,-0.4895,0.3672,25.741,51.0665,32.556,86,86,11,0.8824,86,15,0.8353,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_mike_skeen,Mike Skeen,Silver,car_imsa_2025_triarsi_competizione_021,021,team_triarsi_competizione,Triarsi Competizione,GTD,Ferrari 296 GT3,171,159,159,6,108.373,109.855,109.4333,0.1965,1.011,25.75,51.242,32.857,86,86,38,0.5647,86,44,0.4941,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_sheena_monk,Sheena Monk,Bronze,car_imsa_2025_triarsi_competizione_021,021,team_triarsi_competizione,Triarsi Competizione,GTD,Ferrari 296 GT3,135,125,125,5,109.336,112.024,111.1681,1.49,2.4385,26.289,52.03,33.511,86,86,84,0.0235,86,82,0.0471,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_stevan_mcaleer,Stevan McAleer,Gold,car_imsa_2025_triarsi_competizione_021,021,team_triarsi_competizione,Triarsi Competizione,GTD,Ferrari 296 GT3,208,194,194,7,108.155,110.1255,109.693,0.3362,1.1675,25.873,51.341,32.8715,86,86,57,0.3412,86,55,0.3647,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
